Timestamp,Prelim,Actual,Forecast,Previous,Deviation
2024-01-15 07:00:00,False,2.3%,2.2%,3.6%,0.1
2023-12-14 07:00:00,False,3.6%,3.9%,4.2%,-0.3
2023-11-14 07:00:00,False,4.2%,4.3%,4.0%,-0.1
2023-10-13 06:00:00,False,4.0%,3.8%,4.7%,0.2
2023-09-14 06:00:00,False,4.7%,4.9%,6.4%,-0.2
2023-08-15 06:00:00,False,6.4%,6.5%,6.4%,-0.1
2023-07-14 06:00:00,False,6.4%,6.1%,6.7%,0.3
2023-06-14 06:00:00,False,6.7%,6.5%,7.6%,0.2
2023-05-15 06:00:00,False,7.6%,7.9%,8.0%,-0.3
2023-04-14 06:00:00,False,8.0%,8.3%,9.4%,-0.3
2023-03-15 08:00:00,False,9.4%,9.2%,9.3%,0.2
2023-02-20 08:00:00,False,9.3%,9.4%,10.2%,-0.1
2023-02-20 07:00:00,False,9.3%,9.4%,10.2%,-0.1
2023-01-13 07:00:00,False,10.2%,9.9%,9.5%,0.3
2022-12-14 07:00:00,False,9.5%,9.5%,9.3%,0.0
2022-11-15 07:00:00,False,9.3%,9.6%,9.7%,-0.3
2022-10-13 06:00:00,False,9.7%,9.3%,9.0%,0.4
2022-09-14 06:00:00,False,9.0%,8.8%,8.0%,0.2
2022-08-12 06:00:00,False,8.0%,8.2%,8.5%,-0.2
2022-07-14 06:00:00,False,8.5%,8.1%,7.2%,0.4
2022-06-14 06:00:00,False,7.2%,7.0%,6.4%,0.2
2022-05-12 06:00:00,False,6.4%,6.2%,6.1%,0.2
2022-04-14 06:00:00,False,6.1%,5.7%,4.5%,0.4
2022-03-14 07:00:00,False,4.5%,4.1%,3.9%,0.4
2022-02-18 07:00:00,False,3.9%,3.8%,4.1%,0.1
2022-01-14 08:30:00,False,4.1%,4.0%,3.6%,0.1
2021-12-14 08:30:00,False,3.6%,3.4%,3.1%,0.2
2021-11-15 08:30:00,False,3.1%,2.9%,2.8%,0.2
2021-10-14 07:30:00,False,2.8%,1.9%,2.4%,0.9
2021-09-14 07:30:00,False,2.4%,1.9%,1.7%,0.5
2021-08-13 07:30:00,False,1.7%,1.6%,1.6%,0.1
2021-07-14 07:30:00,False,1.6%,1.5%,2.1%,0.1
2021-06-10 07:30:00,False,2.1%,2.2%,2.5%,-0.1
2021-05-12 07:30:00,False,2.5%,2.4%,1.9%,0.1
2021-04-14 07:30:00,False,1.9%,1.9%,1.5%,0.0
2021-03-15 08:30:00,False,1.5%,1.8%,1.7%,-0.3
2021-02-18 08:30:00,False,1.7%,1.5%,0.5%,0.2
2021-01-15 08:30:00,False,0.5%,0.2%,0.2%,0.3
2020-12-10 08:30:00,False,0.2%,0.1%,0.3%,0.1
2020-11-12 08:30:00,False,0.3%,0.3%,0.3%,0.0
2020-10-13 07:30:00,False,0.3%,0.6%,0.7%,-0.3
2020-09-10 07:30:00,False,0.7%,0.8%,0.5%,-0.1
2020-08-12 07:30:00,False,0.5%,0.3%,0.7%,0.2
2020-07-14 07:30:00,False,0.7%,0.5%,0.0%,0.2
2020-06-11 07:30:00,False,0.0%,-0.4%,-0.4%,0.4
2020-05-13 07:30:00,False,-0.4%,0.7%,0.6%,-1.1
2020-04-15 07:30:00,False,0.6%,0.7%,1.0%,-0.1
2020-03-12 08:30:00,False,1.0%,1.1%,1.2%,-0.1
2020-02-19 08:30:00,False,1.2%,1.6%,1.7%,-0.4
2020-01-15 08:30:00,False,1.7%,1.7%,1.7%,0.0
2019-12-11 08:30:00,False,1.7%,1.6%,1.5%,0.1
2019-11-13 08:30:00,False,1.5%,1.5%,1.3%,0.0
2019-10-10 07:30:00,False,1.3%,1.2%,1.3%,0.1
2019-09-10 07:30:00,False,1.3%,1.5%,1.5%,-0.2
2019-08-14 07:30:00,False,1.5%,1.3%,1.7%,0.2
2019-07-11 07:30:00,False,1.7%,1.8%,2.1%,-0.1
2019-06-14 07:30:00,False,2.1%,2.0%,2.0%,0.1
2019-05-14 07:30:00,False,2.0%,1.9%,1.8%,0.1
2019-04-11 07:30:00,False,1.8%,1.8%,1.9%,0.0
2019-03-12 08:30:00,False,1.9%,2.0%,2.0%,-0.1
2019-02-19 08:30:00,False,2.0%,2.3%,2.2%,-0.3
2019-01-14 08:30:00,False,2.2%,2.1%,2.1%,0.1
2018-12-12 08:30:00,False,2.1%,2.2%,2.4%,-0.1
2018-11-14 08:30:00,False,2.4%,2.6%,2.5%,-0.2
2018-10-11 07:30:00,False,2.5%,2.3%,2.2%,0.2
2018-09-14 07:30:00,False,2.2%,2.2%,2.2%,0.0
2018-08-10 07:30:00,False,2.2%,2.2%,2.2%,0.0
2018-07-12 07:30:00,False,2.2%,2.3%,2.1%,-0.1
2018-06-14 07:30:00,False,2.1%,2.1%,1.9%,0.0
2018-05-09 07:30:00,False,1.9%,1.9%,2.0%,0.0
2018-04-12 07:30:00,False,2.0%,2.1%,1.7%,-0.1
2018-03-14 08:30:00,False,1.7%,1.7%,1.7%,0.0
2018-02-20 08:30:00,False,1.7%,1.9%,1.9%,-0.2
2018-01-12 08:30:00,False,1.9%,1.9%,2.0%,0.0
2017-12-12 08:30:00,False,2.0%,1.8%,1.8%,0.2
2017-11-14 08:30:00,False,1.8%,2.0%,2.3%,-0.2
2017-10-12 07:30:00,False,2.3%,2.5%,2.3%,-0.2
2017-09-12 07:30:00,False,2.3%,2.3%,2.4%,0.0
2017-08-15 07:30:00,False,2.4%,2.0%,1.9%,0.4
2017-07-13 07:30:00,False,1.9%,1.7%,1.9%,0.2
2017-06-13 07:30:00,False,1.9%,1.8%,2.0%,0.1
2017-05-11 07:30:00,False,2.0%,1.8%,1.5%,0.2
2017-04-11 07:30:00,False,1.5%,1.7%,2.0%,-0.2
2017-03-14 08:30:00,False,2.0%,1.9%,1.6%,0.1
2017-02-17 08:30:00,False,1.6%,1.7%,1.9%,-0.1
